RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
9216.7573944,Anti-theist,Social Justice,YouTube,Mainstream Media,C,L
7277.249806041,MRA,Unclassified,YouTube,YouTube,C,C
35580.811848457,White Identitarian,Center/Left MSM,YouTube,Mainstream Media,R,L
1514.760353047,Unclassified,Anti-theist,YouTube,YouTube,L,L
498.943293966,Anti-SJW,MRA,Missing Link Media,YouTube,R,R
305.788811388,LGBT,Partisan Right,YouTube,YouTube,L,R
1445.086468,Conspiracy,Religious Conservative,YouTube,Missing Link Media,C,R
2190792.04385647,Religious Conservative,Partisan Right,Missing Link Media,Mainstream Media,R,R
1463.049864681,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,C,R
114129.477673928,Libertarian,Libertarian,YouTube,YouTube,C,C
10.499086005,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,L,R
0.03499077461,Black,QAnon,YouTube,YouTube,C,C
1394.51728713,Socialist,Anti-SJW,YouTube,YouTube,L,L
5685.039905318,Libertarian,Social Justice,YouTube,Mainstream Media,C,L
478.556042676,Social Justice,Religious Conservative,Mainstream Media,YouTube,L,C
304.749215924,Religious Conservative,Partisan Right,Missing Link Media,YouTube,R,C
363.355051145,Socialist,Black,YouTube,YouTube,L,L
26.169832312,MRA,Anti-SJW,YouTube,Missing Link Media,R,R
1944.99641658,Black,Unclassified,YouTube,Mainstream Media,L,R
111740.468981301,Unclassified,Center/Left MSM,YouTube,Mainstream Media,R,C
7697.118283613,Black,Anti-SJW,YouTube,YouTube,L,R
15311.12445362,Anti-theist,Anti-SJW,YouTube,YouTube,L,R
2423.376846554,Religious Conservative,QAnon,YouTube,YouTube,R,R
34749.767010185,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,C,C
174964.182158015,Conspiracy,Anti-SJW,YouTube,YouTube,R,C
9657.129596173,Religious Conservative,Conspiracy,Missing Link Media,YouTube,R,R
118.950903255,Black,QAnon,YouTube,YouTube,L,R
187440.743098364,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,R,C
86030.756538141,Religious Conservative,Anti-SJW,YouTube,YouTube,R,C
24651.429029963,Religious Conservative,Religious Conservative,Missing Link Media,YouTube,R,R
25176.244530499,Anti-SJW,Unclassified,YouTube,YouTube,C,R
3565.32118578,Social Justice,Anti-theist,YouTube,YouTube,L,C
699516.965903834,Social Justice,Partisan Right,YouTube,Mainstream Media,L,R
18062.580324571,MRA,Partisan Left,YouTube,Mainstream Media,R,L
16265886.9625545,Anti-SJW,,YouTube,,R,
35428.990431718,Black,Social Justice,YouTube,YouTube,C,L
13867.316891675,MRA,Social Justice,YouTube,YouTube,R,L
2576.052580399,Black,Conspiracy,YouTube,YouTube,L,R
4948813.75233341,Conspiracy,Partisan Right,YouTube,Mainstream Media,R,R
7.435593413,Socialist,MRA,YouTube,YouTube,C,R
1091.440567101,Center/Left MSM,Social Justice,Mainstream Media,YouTube,L,C
74.590925414,Black,Anti-SJW,YouTube,Missing Link Media,C,R
162885.001061908,White Identitarian,Partisan Right,YouTube,Mainstream Media,R,R
1799253.23095858,QAnon,,YouTube,,R,
5462933.91213854,Partisan Right,Partisan Left,Mainstream Media,Mainstream Media,R,L
43670.715539001,QAnon,Religious Conservative,YouTube,YouTube,R,R
1519.439584677,MRA,Partisan Left,YouTube,Mainstream Media,C,L
116688.72173179,Partisan Right,Religious Conservative,YouTube,Missing Link Media,R,R
463803.004785529,Partisan Right,,Missing Link Media,,R,
11.503281174,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
4031.882641762,Anti-theist,Partisan Right,YouTube,Mainstream Media,L,R
19127.97382263,Religious Conservative,Unclassified,Missing Link Media,YouTube,R,R
276.133958494,Partisan Right,Black,Missing Link Media,YouTube,R,L
322.179759338,Partisan Left,Unclassified,YouTube,YouTube,C,R
1.139987071,Social Justice,Conspiracy,YouTube,YouTube,C,C
586.488214313,Anti-theist,Social Justice,YouTube,Missing Link Media,L,L
283.875795717,Socialist,Socialist,YouTube,YouTube,C,L
1577.409108809,MRA,Conspiracy,YouTube,YouTube,R,C
19741.933172682,Social Justice,Center/Left MSM,YouTube,Missing Link Media,L,C
3972.536330347,Black,Conspiracy,YouTube,YouTube,L,C
55098.835290484,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,C,C
1943.973350529,Black,Unclassified,YouTube,Mainstream Media,C,R
506.92734247,LGBT,,YouTube,,C,
9.327866061,MRA,Religious Conservative,YouTube,YouTube,R,C
19309.662711344,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,R,C
0.2598596402,Social Justice,QAnon,YouTube,YouTube,L,C
36929.536412054,Libertarian,Partisan Right,YouTube,Mainstream Media,C,R
557.806471889,Black,Center/Left MSM,YouTube,Missing Link Media,C,C
48.857812622,Partisan Left,Black,YouTube,YouTube,C,C
2272.72104918,Partisan Right,Black,YouTube,YouTube,C,C
590.685133278,QAnon,Partisan Right,YouTube,YouTube,R,C
24.825678218,Partisan Right,Anti-theist,YouTube,YouTube,C,C
53.485881503,Social Justice,Social Justice,YouTube,Missing Link Media,C,L
4.788974638,Social Justice,Unclassified,YouTube,YouTube,C,L
27526.555010797,Partisan Right,Religious Conservative,Mainstream Media,YouTube,R,C
12.175943723,Socialist,Partisan Right,YouTube,YouTube,C,R
405.091587597,Anti-theist,Religious Conservative,YouTube,Missing Link Media,C,R
1008.800211782,Unclassified,Center/Left MSM,Mainstream Media,Missing Link Media,R,C
3.165927409,Black,Libertarian,YouTube,YouTube,L,C
149.205852902,Conspiracy,QAnon,YouTube,YouTube,C,C
145.33408295,Partisan Right,Partisan Left,YouTube,YouTube,C,C
0.6031654773,Partisan Right,LGBT,YouTube,YouTube,R,C
0,Unclassified,QAnon,Mainstream Media,YouTube,R,C
3241793.26876179,Partisan Left,Partisan Left,Mainstream Media,YouTube,L,L
15210.722280315,Black,Social Justice,YouTube,Missing Link Media,C,L
11609.772257714,White Identitarian,Social Justice,YouTube,YouTube,R,L
4054.222480993,MRA,Anti-SJW,YouTube,YouTube,C,C
1092.413192571,MRA,Social Justice,YouTube,YouTube,C,L
6143.638519597,Partisan Right,Social Justice,YouTube,Missing Link Media,C,L
6180.387862138,Libertarian,Religious Conservative,YouTube,Missing Link Media,R,R
56.173040924,Socialist,Partisan Right,YouTube,YouTube,L,C
134.482454327,MRA,Religious Conservative,YouTube,YouTube,C,R
75.680236879,Conspiracy,Conspiracy,YouTube,YouTube,L,L
21.145829461,Social Justice,Socialist,YouTube,YouTube,C,L
0.1235795455,Conspiracy,Partisan Left,YouTube,Mainstream Media,C,C
277.134343843,Social Justice,Partisan Left,YouTube,Mainstream Media,C,L
7.297568977,Center/Left MSM,Religious Conservative,Missing Link Media,Missing Link Media,C,R
1566.562940206,Religious Conservative,Libertarian,Missing Link Media,YouTube,R,C
1605.606541386,Libertarian,Religious Conservative,YouTube,YouTube,C,R
0.00541125,Religious Conservative,MRA,YouTube,YouTube,C,R
4.159548653,Social Justice,MRA,YouTube,YouTube,C,R
0.0006677272727,Anti-theist,QAnon,YouTube,YouTube,C,C
174.762166233,Partisan Right,Anti-SJW,YouTube,YouTube,R,L
8.936086195,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,L,L
6.035158464,LGBT,Center/Left MSM,YouTube,Mainstream Media,C,L
2091.023257528,QAnon,Unclassified,YouTube,YouTube,C,L
21.682363107,LGBT,LGBT,YouTube,YouTube,L,C
0.0386457571,Partisan Right,Partisan Right,Mainstream Media,YouTube,C,C
4797.343835754,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,L,C
1.329532159,Social Justice,Center/Left MSM,Mainstream Media,Mainstream Media,C,C
0,Religious Conservative,Black,YouTube,YouTube,C,R
654.662515989,Religious Conservative,Partisan Left,Missing Link Media,YouTube,R,C
7.169575006,Partisan Left,Religious Conservative,YouTube,YouTube,C,C
16.132382381,Center/Left MSM,Social Justice,Missing Link Media,YouTube,L,L
56.033185369,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,L
2842.135327626,Religious Conservative,Center/Left MSM,Missing Link Media,Missing Link Media,R,C
1.168366244,Unclassified,LGBT,YouTube,YouTube,C,C
76.309866967,Black,Partisan Left,YouTube,YouTube,L,C
1.54832642,Religious Conservative,QAnon,Missing Link Media,YouTube,R,C
0,Social Justice,Black,Mainstream Media,YouTube,C,C
0.1719572088,Libertarian,Black,YouTube,YouTube,R,R
0,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,L
57.903413151,Anti-SJW,Unclassified,YouTube,Mainstream Media,C,L
0,Anti-SJW,MRA,Missing Link Media,YouTube,R,C
0.02152858872,Social Justice,QAnon,Missing Link Media,YouTube,L,C
1085.604908205,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,L,C
13.35784496,Anti-theist,Partisan Right,YouTube,YouTube,L,C
43.002019738,Unclassified,Partisan Right,YouTube,Mainstream Media,L,C
0,Black,QAnon,YouTube,YouTube,L,C
25.271471313,Social Justice,Anti-theist,YouTube,YouTube,C,C
85.055895803,Social Justice,Socialist,Mainstream Media,YouTube,L,C
0.7137302528,LGBT,Social Justice,YouTube,Mainstream Media,C,L
0.09246106818,Black,Social Justice,YouTube,YouTube,R,L
190.461209461,Conspiracy,Partisan Right,YouTube,Mainstream Media,L,R
1.17028053,Unclassified,Black,YouTube,YouTube,C,R
1.924183239,Partisan Right,Anti-SJW,YouTube,YouTube,C,L
54.792306416,Socialist,Religious Conservative,YouTube,YouTube,L,C
3.826340597,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,C,C
0.1418055597,Unclassified,Unclassified,YouTube,Mainstream Media,R,L
0.2648078258,Conspiracy,Anti-theist,YouTube,YouTube,L,L
0,Partisan Left,Anti-SJW,Mainstream Media,Missing Link Media,C,R
0,Social Justice,Unclassified,YouTube,Mainstream Media,C,L
0,Anti-SJW,Conspiracy,YouTube,YouTube,C,L
0,Unclassified,LGBT,YouTube,YouTube,L,C
0.250593544,Black,Center/Left MSM,YouTube,Mainstream Media,R,L
0,Unclassified,Conspiracy,YouTube,YouTube,R,L
0.181865544,Partisan Right,Black,Mainstream Media,YouTube,C,L
0,Partisan Right,MRA,Mainstream Media,YouTube,C,C
2.692827563,MRA,Partisan Right,YouTube,YouTube,C,C
660.960994445,Partisan Right,Partisan Right,YouTube,Mainstream Media,C,C
0,Unclassified,Partisan Right,Mainstream Media,Missing Link Media,L,R
0,Social Justice,Anti-SJW,Mainstream Media,YouTube,C,C
0,Libertarian,Conspiracy,YouTube,YouTube,R,L
8.705626438,Social Justice,Social Justice,Mainstream Media,Mainstream Media,C,C
0.4596859375,Conspiracy,Anti-theist,YouTube,YouTube,L,C
514.15350653,Black,Black,YouTube,YouTube,R,R
3.860893111,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,R,C
0.244539527,Partisan Right,MRA,Mainstream Media,YouTube,C,R
86.645015114,Anti-SJW,Partisan Left,YouTube,YouTube,L,C
0.02162990051,Partisan Right,Unclassified,YouTube,Mainstream Media,C,L
0,Black,Social Justice,YouTube,Missing Link Media,R,L
0.5881255682,Socialist,Black,YouTube,YouTube,C,L
0.0268065,Socialist,LGBT,YouTube,YouTube,C,L
0,Social Justice,Social Justice,Mainstream Media,YouTube,C,L
0,Unclassified,Anti-SJW,Mainstream Media,YouTube,R,L
0,Black,Anti-theist,YouTube,YouTube,R,L
0,Unclassified,Conspiracy,YouTube,YouTube,L,L
0,Religious Conservative,Conspiracy,YouTube,YouTube,C,L
0.02287642524,LGBT,Social Justice,YouTube,YouTube,L,C
15.869196477,Anti-SJW,Partisan Right,YouTube,Mainstream Media,L,C
0,Social Justice,Black,Mainstream Media,YouTube,L,R
493.173418466,Religious Conservative,Unclassified,Missing Link Media,Mainstream Media,R,L
0.01153898864,Socialist,Religious Conservative,YouTube,YouTube,C,C
3.80877875,Black,Anti-SJW,YouTube,YouTube,L,L
0,LGBT,Partisan Right,YouTube,Missing Link Media,C,R
0,Unclassified,Social Justice,Mainstream Media,YouTube,L,C
4.690998622,Black,Social Justice,YouTube,Mainstream Media,L,C
1444.454700356,,Anti-SJW,,YouTube,,R
2164.4457807,,Center/Left MSM,,Mainstream Media,,L
5735.247521515,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,L,R
7016254.40715769,Unclassified,Unclassified,YouTube,YouTube,C,C
3769577.97403255,Social Justice,Partisan Left,YouTube,Mainstream Media,L,L
298.611342969,,Social Justice,,YouTube,,L
3810.016218397,Conspiracy,QAnon,YouTube,YouTube,C,R
638112.258062946,Conspiracy,Partisan Right,YouTube,YouTube,R,R
749.861911392,Anti-SJW,Anti-SJW,YouTube,Missing Link Media,C,R
16878.833713046,Partisan Left,Conspiracy,Mainstream Media,YouTube,L,R
79756.432999567,Social Justice,Anti-SJW,YouTube,YouTube,L,R
1944671.21319266,Socialist,Socialist,YouTube,YouTube,L,L
210919.961847253,Anti-SJW,Social Justice,YouTube,Mainstream Media,C,L
7098.249838981,Anti-theist,Social Justice,YouTube,YouTube,C,L
180044.809517528,QAnon,Anti-SJW,YouTube,YouTube,R,R
16037.775846721,Partisan Left,Socialist,Mainstream Media,YouTube,L,L
577.6625908,Social Justice,Anti-theist,Mainstream Media,YouTube,L,C
6036.109822357,Unclassified,Anti-theist,YouTube,YouTube,C,C
289491.877422306,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,R
264.7731745,Partisan Left,Unclassified,YouTube,YouTube,C,L
776812.261505106,Social Justice,Partisan Left,Missing Link Media,YouTube,L,L
2336210.21077276,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,R,C
2517.202234854,MRA,Socialist,YouTube,YouTube,R,L
0.002155359834,Unclassified,QAnon,YouTube,YouTube,C,C
13056.959032165,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,C,C
737495.774418621,Anti-SJW,Libertarian,YouTube,YouTube,R,R
9463.003190939,Partisan Right,Partisan Left,Missing Link Media,YouTube,R,L
3993.307980254,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,C,C
160556.675245188,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,R
46.143154016,Unclassified,Partisan Right,Mainstream Media,YouTube,R,C
37839.093946351,Anti-SJW,Social Justice,YouTube,YouTube,C,L
68.561427938,Conspiracy,Libertarian,YouTube,YouTube,C,C
3210.792852353,Unclassified,Black,YouTube,YouTube,L,C
46547.10937314,Partisan Left,Unclassified,YouTube,YouTube,L,R
3672.68146922,Socialist,Conspiracy,YouTube,YouTube,L,C
578.448866567,Social Justice,QAnon,Mainstream Media,YouTube,L,R
302874.297430683,Conspiracy,Unclassified,YouTube,YouTube,C,C
6396.599417067,Partisan Left,Unclassified,YouTube,YouTube,C,C
12323.005200817,Partisan Left,Partisan Right,Mainstream Media,Missing Link Media,L,R
32.524118608,Partisan Left,Conspiracy,YouTube,YouTube,C,C
586.605012764,Unclassified,Partisan Right,YouTube,Missing Link Media,R,R
10493.62314696,Anti-theist,Partisan Left,YouTube,YouTube,C,L
0,Unclassified,Conspiracy,Mainstream Media,YouTube,L,C
697.155120292,Unclassified,LGBT,YouTube,YouTube,C,L
4205.739051022,Social Justice,Partisan Right,Missing Link Media,Missing Link Media,L,R
5572.962321363,Black,Unclassified,YouTube,YouTube,C,R
18096.870121719,Partisan Left,Religious Conservative,Mainstream Media,Missing Link Media,L,R
1686.359709345,Partisan Right,Partisan Left,Mainstream Media,YouTube,R,C
43626.398357697,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,C
818999.193740921,Unclassified,,YouTube,,L,
228849.467472454,Anti-theist,,YouTube,,C,
18602.172064793,QAnon,Partisan Right,YouTube,Missing Link Media,R,R
150345.328089488,Black,Social Justice,YouTube,Mainstream Media,C,L
783.284340049,Conspiracy,,YouTube,,L,
5465.672866983,White Identitarian,Social Justice,YouTube,Missing Link Media,R,L
453.178957822,Anti-SJW,Partisan Right,YouTube,YouTube,C,C
2552.87165859,Anti-SJW,Unclassified,Missing Link Media,YouTube,R,L
302.606594939,White Identitarian,Libertarian,YouTube,YouTube,R,C
1.127946152,Conspiracy,QAnon,YouTube,YouTube,L,R
8.128700232,LGBT,Libertarian,YouTube,YouTube,L,C
5.622780467,LGBT,Social Justice,YouTube,YouTube,C,L
2785.003995161,QAnon,Social Justice,YouTube,YouTube,C,L
2111.318431613,Black,Unclassified,YouTube,YouTube,L,L
42934.683873702,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,R
1583820.90044828,Social Justice,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
46611.590650192,Partisan Right,Conspiracy,YouTube,YouTube,R,R
2383.905929732,Anti-SJW,QAnon,YouTube,YouTube,C,R
1790.66134876,Anti-SJW,LGBT,YouTube,YouTube,C,L
7969.025457797,Social Justice,Libertarian,Mainstream Media,YouTube,L,R
478197.601991011,Partisan Right,Center/Left MSM,YouTube,Mainstream Media,R,L
39420.261236502,QAnon,Conspiracy,YouTube,YouTube,R,R
4371.68141455,Social Justice,Conspiracy,YouTube,YouTube,L,R
4738.438938308,Unclassified,Religious Conservative,YouTube,YouTube,C,R
40287.217512041,Anti-theist,Anti-SJW,YouTube,YouTube,C,C
10438.435438022,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,C,C
19132.155243238,Anti-SJW,Anti-theist,YouTube,YouTube,R,L
2309.040302162,Anti-SJW,Black,YouTube,YouTube,C,C
7802.047338586,MRA,Anti-SJW,YouTube,YouTube,C,R
1166.070094946,Conspiracy,White Identitarian,YouTube,YouTube,R,R
188923.29316259,Social Justice,Socialist,YouTube,YouTube,L,L
6356.25655115,Unclassified,Black,YouTube,YouTube,C,C
143332.111785016,Partisan Right,Social Justice,Mainstream Media,Missing Link Media,R,L
1366.926462287,Anti-theist,Unclassified,YouTube,YouTube,L,R
34096.399243557,Anti-SJW,Black,YouTube,YouTube,R,C
649.472107201,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,C,R
6767.120843362,Anti-SJW,Black,YouTube,YouTube,R,L
7961.707556551,Libertarian,Partisan Right,YouTube,Missing Link Media,R,R
3644.21951618,Religious Conservative,Partisan Right,YouTube,YouTube,C,R
3565.695076987,Unclassified,Unclassified,YouTube,YouTube,R,L
184.871138316,LGBT,Anti-theist,YouTube,YouTube,L,C
26175.338805956,Unclassified,Social Justice,YouTube,Mainstream Media,R,L
51618.04003196,Social Justice,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
29.746866973,Partisan Right,White Identitarian,Missing Link Media,YouTube,R,R
6923.080762923,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,C,R
61.032524321,Unclassified,Anti-SJW,YouTube,YouTube,C,L
5566864.57974787,Unclassified,,YouTube,,C,
765288.855889997,Black,,YouTube,,C,
6.07425053,Religious Conservative,Social Justice,YouTube,YouTube,R,C
65.22566125,Center/Left MSM,Black,Missing Link Media,YouTube,C,C
680499.10377209,MRA,,YouTube,,R,
31748.254466853,QAnon,Social Justice,YouTube,Mainstream Media,R,L
11815.383568621,White Identitarian,Social Justice,YouTube,Mainstream Media,R,L
23995795.5590928,Partisan Left,,Mainstream Media,,L,
54.128001941,Center/Left MSM,Partisan Left,Missing Link Media,Mainstream Media,L,L
5545.798400636,Religious Conservative,,YouTube,,C,
10500.17098454,White Identitarian,Socialist,YouTube,YouTube,R,L
968.040000665,MRA,Center/Left MSM,YouTube,Mainstream Media,C,L
58.48610343,Unclassified,MRA,YouTube,YouTube,L,R
1517.664733012,Socialist,Socialist,YouTube,YouTube,L,C
13301.366426753,Conspiracy,Social Justice,YouTube,Missing Link Media,C,L
62.370047889,Anti-theist,LGBT,YouTube,YouTube,C,L
120821.333428038,Religious Conservative,Partisan Left,YouTube,Mainstream Media,R,L
590.156233659,LGBT,Social Justice,YouTube,Mainstream Media,L,L
2529.663335703,Anti-theist,Socialist,YouTube,YouTube,L,L
4126.011689039,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,C,L
1653.457455953,Partisan Right,Center/Left MSM,Mainstream Media,Mainstream Media,C,L
616.290009638,Unclassified,Religious Conservative,YouTube,Missing Link Media,R,R
12786.652438,Anti-SJW,Partisan Left,YouTube,YouTube,R,C
7159.124234223,QAnon,Libertarian,YouTube,YouTube,C,R
14146.945390197,Anti-SJW,Social Justice,YouTube,YouTube,L,L
5626.831819317,Conspiracy,Unclassified,YouTube,Mainstream Media,C,R
36.438744938,QAnon,Socialist,YouTube,YouTube,R,C
12390.193660854,Anti-SJW,Religious Conservative,Missing Link Media,YouTube,R,R
3225.29308734,Anti-SJW,Unclassified,Missing Link Media,Mainstream Media,R,R
19526.403666964,QAnon,Anti-SJW,YouTube,YouTube,C,C
256.912984213,Libertarian,Partisan Left,YouTube,YouTube,C,C
19.364857672,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,L,C
8.005281593,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,L,L
37.748702922,Libertarian,Conspiracy,YouTube,YouTube,C,R
15.90192408,Socialist,Anti-theist,YouTube,YouTube,C,C
3240.690920303,Conspiracy,Partisan Right,YouTube,Mainstream Media,C,C
1.99372804,Black,Socialist,YouTube,YouTube,C,C
9.247269726,Conspiracy,Black,YouTube,YouTube,C,R
0,Partisan Left,Anti-SJW,Mainstream Media,YouTube,L,L
0.8160615056,Anti-SJW,Conspiracy,YouTube,YouTube,R,L
28.212495525,MRA,Socialist,YouTube,YouTube,R,C
0,Partisan Right,QAnon,Mainstream Media,YouTube,C,R
9.474361453,Anti-theist,Socialist,YouTube,YouTube,L,C
20.324091582,Socialist,Social Justice,YouTube,Mainstream Media,C,L
58.757449187,White Identitarian,Anti-SJW,YouTube,Missing Link Media,R,R
0,Religious Conservative,MRA,YouTube,YouTube,C,C
2.090203973,Center/Left MSM,Socialist,Missing Link Media,YouTube,L,L
0.1386118793,Conspiracy,Conspiracy,YouTube,YouTube,C,L
7424854.95986443,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,L,L
1135112.38030573,Unclassified,Partisan Left,YouTube,Mainstream Media,C,L
116244.896929417,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,C
308.419426953,Social Justice,LGBT,Missing Link Media,YouTube,L,L
73074.515401305,Center/Left MSM,Libertarian,Mainstream Media,YouTube,L,R
217.780282336,Social Justice,Center/Left MSM,YouTube,Mainstream Media,C,C
0,,LGBT,,YouTube,,C
74234.078929359,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,C
0.3998489261,Socialist,QAnon,YouTube,YouTube,C,R
23150.627978575,Black,Social Justice,YouTube,YouTube,L,L
44517.614966205,Black,Center/Left MSM,YouTube,Mainstream Media,L,L
17.859678482,Social Justice,MRA,YouTube,YouTube,L,C
202.381997405,Unclassified,LGBT,YouTube,YouTube,L,L
81.46451626,Unclassified,Socialist,YouTube,YouTube,C,C
1719.466358925,Social Justice,MRA,Missing Link Media,YouTube,L,R
31454.326777678,MRA,,YouTube,,C,
31101.535464033,Social Justice,,YouTube,,C,
7216.592388297,LGBT,Socialist,YouTube,YouTube,L,L
174.096957785,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,C,L
1508.969721595,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,L,C
2856.125179861,White Identitarian,Religious Conservative,YouTube,YouTube,R,R
5795.172223991,Religious Conservative,Socialist,Missing Link Media,YouTube,R,L
29.168248365,Libertarian,QAnon,YouTube,YouTube,C,R
74656.489730034,Religious Conservative,Social Justice,YouTube,Mainstream Media,R,L
10959.254658515,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,R,C
2874.746355342,Partisan Left,Partisan Right,YouTube,Mainstream Media,C,R
45.655842927,Anti-theist,Partisan Right,YouTube,Missing Link Media,L,R
351.561714315,Social Justice,Religious Conservative,YouTube,YouTube,L,C
373.830048921,White Identitarian,Socialist,YouTube,YouTube,R,C
58.082491888,Libertarian,Anti-theist,YouTube,YouTube,C,C
18.878839888,Anti-theist,Anti-SJW,YouTube,Missing Link Media,C,R
779.372612331,MRA,Anti-theist,YouTube,YouTube,R,C
0,Social Justice,Anti-SJW,Mainstream Media,YouTube,C,R
0.6457160028,Libertarian,Partisan Right,YouTube,YouTube,C,C
1493.576100454,Partisan Right,Socialist,Missing Link Media,YouTube,R,L
5555.597605782,Partisan Right,Anti-SJW,YouTube,YouTube,C,C
17249.466477396,Partisan Right,Partisan Right,YouTube,Mainstream Media,R,C
536.857008932,QAnon,Partisan Right,YouTube,Mainstream Media,C,C
51.204807587,Socialist,Libertarian,YouTube,YouTube,C,R
758.280053872,Partisan Right,Libertarian,Mainstream Media,YouTube,R,C
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,L,R
13.510258183,Social Justice,Social Justice,YouTube,YouTube,C,L
6681.724615407,Religious Conservative,Unclassified,YouTube,Mainstream Media,R,R
262.91672933,Anti-theist,LGBT,YouTube,YouTube,L,L
1118.024831536,Partisan Right,Partisan Left,Mainstream Media,Mainstream Media,C,L
45.151369957,Anti-SJW,Social Justice,Missing Link Media,YouTube,R,C
30.924453366,QAnon,Social Justice,YouTube,YouTube,R,C
1256.520810932,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,C,R
0.01724170455,Center/Left MSM,Black,Missing Link Media,YouTube,L,C
2.010236476,Black,Anti-SJW,YouTube,Missing Link Media,L,R
17.222251074,Anti-theist,MRA,YouTube,YouTube,C,C
0,Partisan Right,Anti-SJW,Mainstream Media,Missing Link Media,C,R
0.007381700284,Social Justice,QAnon,YouTube,YouTube,C,R
14.168267716,LGBT,White Identitarian,YouTube,YouTube,L,R
334.662765954,MRA,LGBT,YouTube,YouTube,R,L
97.29911552,MRA,Religious Conservative,YouTube,Missing Link Media,C,R
1884.187302543,Partisan Right,Libertarian,Missing Link Media,YouTube,R,C
0,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,C,L
4.70326874,QAnon,Anti-theist,YouTube,YouTube,C,C
77.6171025,Partisan Right,QAnon,Mainstream Media,YouTube,R,C
19.051148336,LGBT,Religious Conservative,YouTube,Missing Link Media,L,R
73.07040455,MRA,Anti-theist,YouTube,YouTube,C,C
0.3409090909,Social Justice,Conspiracy,Mainstream Media,YouTube,C,R
0.01154884375,Partisan Right,White Identitarian,YouTube,YouTube,R,C
13255.523603113,Black,Social Justice,YouTube,YouTube,L,C
0,Partisan Left,LGBT,Mainstream Media,YouTube,L,C
5639.074349694,Social Justice,Partisan Right,Mainstream Media,Mainstream Media,L,C
0.2064895909,Partisan Left,Conspiracy,Mainstream Media,YouTube,C,C
1427.08614267,Social Justice,LGBT,YouTube,YouTube,L,L
99.623264321,Center/Left MSM,Social Justice,Missing Link Media,Missing Link Media,L,L
0.682776125,Religious Conservative,Unclassified,YouTube,YouTube,C,L
49.11755136,Partisan Right,Socialist,YouTube,YouTube,R,C
2.350885193,Socialist,Black,YouTube,YouTube,C,C
114.906046557,Social Justice,Social Justice,Mainstream Media,YouTube,L,C
7960.186618201,Social Justice,Partisan Right,Missing Link Media,Mainstream Media,L,C
16.239415134,Partisan Right,Black,Mainstream Media,YouTube,C,C
25.813931874,Religious Conservative,Libertarian,YouTube,YouTube,C,R
6.259942415,Partisan Right,Social Justice,Mainstream Media,YouTube,C,L
0,MRA,Partisan Left,YouTube,Mainstream Media,R,C
5.441354972,Partisan Right,QAnon,Missing Link Media,YouTube,R,C
79.38150408,Partisan Left,Socialist,YouTube,YouTube,L,C
0,Partisan Left,Anti-SJW,YouTube,Missing Link Media,C,R
3.450994153,Partisan Left,MRA,YouTube,YouTube,C,R
0,Religious Conservative,QAnon,YouTube,YouTube,C,C
4.209471854,QAnon,Black,YouTube,YouTube,R,R
329.885697687,Anti-SJW,Religious Conservative,YouTube,YouTube,L,R
